grid_id,cluster,business_type,grid_cnt,grid_x,grid_y,lat,lat_span,lng,lng_span,weight
35,19,餐饮类,49,6,6,39.93511137,0.003371657,116.446305,0.0033656,40.35000038
36,19,餐饮类,49,2,0,39.92162474,0.003371657,116.4261114,0.0033656,81.1799984
37,19,餐饮类,49,2,1,39.92162474,0.003371657,116.429477,0.0033656,8.220000029
38,19,餐饮类,49,2,2,39.92162474,0.003371657,116.4328426,0.0033656,87.14999962
39,19,餐饮类,49,2,3,39.92162474,0.003371657,116.4362082,0.0033656,32.0199995
40,19,餐饮类,49,4,3,39.92836806,0.003371657,116.4362082,0.0033656,98.62000084
41,19,餐饮类,49,4,4,39.92836806,0.003371657,116.4395738,0.0033656,15.92000008
42,19,餐饮类,49,4,5,39.92836806,0.003371657,116.4429394,0.0033656,31.3100009
43,19,餐饮类,49,4,6,39.92836806,0.003371657,116.446305,0.0033656,38.63000011
44,19,餐饮类,49,5,3,39.93173972,0.003371657,116.4362082,0.0033656,20.18000031
45,19,餐饮类,49,5,2,39.93173972,0.003371657,116.4328426,0.0033656,37.47999954
46,19,餐饮类,49,3,0,39.9249964,0.003371657,116.4261114,0.0033656,79.03000069
47,19,餐饮类,49,1,1,39.91825309,0.003371657,116.429477,0.0033656,45.06000137
48,19,餐饮类,49,1,3,39.91825309,0.003371657,116.4362082,0.0033656,32.84000063
49,19,餐饮类,49,1,2,39.91825309,0.003371657,116.4328426,0.0033656,501.1399999
50,19,餐饮类,49,1,5,39.91825309,0.003371657,116.4429394,0.0033656,69.72000027
51,19,餐饮类,49,1,4,39.91825309,0.003371657,116.4395738,0.0033656,169.0100002
52,19,餐饮类,49,3,4,39.9249964,0.003371657,116.4395738,0.0033656,11.35999966
53,19,餐饮类,49,3,2,39.9249964,0.003371657,116.4328426,0.0033656,50.05000019
54,19,餐饮类,49,3,3,39.9249964,0.003371657,116.4362082,0.0033656,118.1100016
55,19,餐饮类,49,5,6,39.93173972,0.003371657,116.446305,0.0033656,450.0000038
